,O.diatom,E.diatom,OoverE.diatom,Onull.diatom,Enull.diatom,OoverE.null.diatom,BC.diatom,BC.null.diatom,Type.diatom,Type.diatom.1,MMI.diatom,Type.null.diatom,MMI.null.diatom,ASCI.diatom,ASCI.null.diatom,O.sba,E.sba,OoverE.sba,Onull.sba,Enull.sba,OoverE.null.sba,BC.sba,BC.null.sba,Type.sba,Type.sba.1,MMI.sba,Type.null.sba,MMI.null.sba,ASCI.sba,ASCI.null.sba,O.hybrid,E.hybrid,OoverE.hybrid,Onull.hybrid,Enull.hybrid,OoverE.null.hybrid,BC.hybrid,BC.null.hybrid,Type.hybrid,Type.hybrid.1,MMI.hybrid,Type.null.hybrid,MMI.null.hybrid,ASCI.hybrid,ASCI.null.hybrid,zed
105PS0129_8.11.10_1,11,9.178991619,1.198388718,10,8.674796748,1.152764761,0.150768354,0.135974459,int,Intermediate,1.043592635,Intermediate,1.043592635,1.120990676,1.098178698,5,3.92077538,1.275257957,8,4.943349754,1.618335825,0.227321971,0.298572788,int,Intermediate,1.094619114,Intermediate,1.094619114,1.184938535,1.356477469,14,11.05641337,1.26623341,13,10.00478469,1.299378288,0.159166112,0.177412646,int,Intermediate,1.0975913,Intermediate,1.0975913,1.181912355,1.198484794,105PS0129_8.11.10_1
105PS0129_8.11.10_2,10,9.178991619,1.089444289,10,8.674796748,1.152764761,0.163988502,0.135974459,other,Intermediate,1.135708346,Intermediate,1.135708346,1.112576317,1.144236553,5,3.92077538,1.275257957,8,4.943349754,1.618335825,0.227321971,0.298572788,other,Intermediate,1.094619114,Intermediate,1.094619114,1.184938535,1.356477469,13,11.05641337,1.175788167,13,10.00478469,1.299378288,0.1742065,0.177412646,other,Intermediate,1.163362449,Intermediate,1.163362449,1.169575308,1.231370369,105PS0129_8.11.10_2
105PS0149_8.29.12_1,10,8.786195818,1.138149002,9,8.674796748,1.037488285,0.152856413,0.165900031,int,Intermediate,1.294941692,Intermediate,1.294941692,1.216545347,1.166214988,8,4.658746567,1.717200085,8,4.943349754,1.618335825,0.263948205,0.298572788,int,Intermediate,0.923377158,Intermediate,0.923377158,1.320288621,1.270856491,14,11.50126672,1.217257224,12,10.00478469,1.199426112,0.193229997,0.197216786,int,Intermediate,1.003614652,Intermediate,1.003614652,1.110435938,1.101520382,105PS0149_8.29.12_1
105PS0154_8.9.11_1,9,7.669531717,1.173474513,9,8.674796748,1.037488285,0.155900595,0.164980067,rc,Reference,1.070579762,Reference,1.070579762,1.122027138,1.054034024,5,4.919215756,1.016422179,5,4.943349754,1.01145989,0.363840926,0.431756255,rc,Reference,0.991077177,Reference,0.991077177,1.003749678,1.001268534,11,10.13226855,1.085640392,10,10.00478469,0.99952176,0.206264416,0.236067926,rc,Reference,1.054709827,Reference,1.054709827,1.070175109,1.027115794,105PS0154_8.9.11_1
105PS0154_8.9.11_2,10,8.127971789,1.230319231,8,8.674796748,0.922211809,0.169494914,0.180237283,other,Reference,1.065530648,Reference,1.065530648,1.14792494,0.993871228,4,4.056236825,0.986135715,5,4.943349754,1.01145989,0.263351627,0.431756255,other,Reference,1.111194996,Reference,1.111194996,1.048665355,1.061327443,11,10.65169809,1.032699191,10,10.00478469,0.99952176,0.167096958,0.236067926,other,Reference,1.098280178,Reference,1.098280178,1.065489684,1.048900969,105PS0154_8.9.11_2
105PS0188_8.26.08_1,11,8.890145039,1.237325145,11,8.674796748,1.268041237,0.106075393,0.118181818,str,Stressed,0.989706688,Stressed,0.989706688,1.113515916,1.128873962,2,3.785770553,0.528294035,2,4.943349754,0.404583956,0.456753671,0.520397304,str,Stressed,0.853572718,Stressed,0.853572718,0.690933376,0.629078337,12,10.6097204,1.131038289,12,10.00478469,1.199426112,0.201612424,0.187866928,str,Stressed,0.932967308,Stressed,0.932967308,1.032002798,1.06619671,105PS0188_8.26.08_1
105PS0188_8.26.08_2,9,8.890145039,1.012356937,9,8.674796748,1.037488285,0.151480968,0.157927016,other,Stressed,1.023716933,Stressed,1.023716933,1.018036935,1.030602609,1,3.785770553,0.264147017,1,4.943349754,0.202291978,0.745741293,0.760464153,other,Stressed,1.025694644,Stressed,1.025694644,0.644920831,0.613993311,9,10.6097204,0.848278717,10,10.00478469,0.99952176,0.294315293,0.263094953,other,Stressed,0.933025954,Stressed,0.933025954,0.890652335,0.966273857,105PS0188_8.26.08_2
105PS0193_8.29.12_1,11,9.444486662,1.164700676,10,8.674796748,1.152764761,0.136227247,0.135974459,rv,Reference,1.398160333,Reference,1.398160333,1.281430505,1.275462547,7,5.407755994,1.294437103,7,4.943349754,1.416043847,0.305292216,0.334708187,rv,Reference,1.058154614,Reference,1.058154614,1.176295858,1.23709923,14,11.20879719,1.249018941,12,10.00478469,1.199426112,0.208433034,0.191563383,rv,Reference,1.264317267,Reference,1.264317267,1.256668104,1.23187169,105PS0193_8.29.12_1
105PS0195_8.7.12_1,9,7.665521549,1.174088409,7,8.674796748,0.806935333,0.17515882,0.244813278,rc,Reference,1.448434616,Reference,1.448434616,1.311261513,1.127684975,5,4.228487316,1.182455953,6,4.943349754,1.213751868,0.272973471,0.340535674,rc,Reference,1.083521809,Reference,1.083521809,1.132988881,1.148636838,12,10.56172854,1.136177658,11,10.00478469,1.099473936,0.192591272,0.235990888,rc,Reference,1.220998892,Reference,1.220998892,1.178588275,1.160236414,105PS0195_8.7.12_1
105PS0211_8.20.13_1,9,8.61263128,1.044976815,9,8.674796748,1.037488285,0.167041842,0.154247163,other,Intermediate,0.842916376,Intermediate,0.842916376,0.943946595,0.940202331,3,4.216784259,0.71144261,5,4.943349754,1.01145989,0.391089563,0.412434976,other,Intermediate,1.037987671,Intermediate,1.037987671,0.874715141,1.024723781,11,10.91890658,1.007426881,11,10.00478469,1.099473936,0.213580783,0.216856492,other,Intermediate,0.867216691,Intermediate,0.867216691,0.937321786,0.983345314,105PS0211_8.20.13_1
105PS0211_9.16.13_1,9,8.61263128,1.044976815,9,8.674796748,1.037488285,0.182108583,0.163446795,int,Intermediate,0.92733381,Intermediate,0.92733381,0.986155312,0.982411048,3,2.865415515,1.046968575,5,4.943349754,1.01145989,0.231837172,0.358929898,int,Intermediate,1.135313849,Intermediate,1.135313849,1.091141212,1.07338687,12,11.01098467,1.089820789,12,10.00478469,1.199426112,0.1890454,0.195477278,int,Intermediate,1.004991326,Intermediate,1.004991326,1.047406057,1.102208719,105PS0211_9.16.13_1
105PS0231_8.29.13_1,11,9.695012052,1.134604056,10,8.674796748,1.152764761,0.178410318,0.134523291,int,Intermediate,0.986186875,Intermediate,0.986186875,1.060395465,1.069475818,8,6.103131956,1.310802397,7,4.943349754,1.416043847,0.312012953,0.32687152,int,Intermediate,1.032356348,Intermediate,1.032356348,1.171579373,1.224200097,14,11.64752111,1.201972495,13,10.00478469,1.299378288,0.183195031,0.176788686,int,Intermediate,1.005131422,Intermediate,1.005131422,1.103551959,1.152254855,105PS0231_8.29.13_1
105PS0259_9.17.13_1,10,9.195760866,1.087457596,9,8.674796748,1.037488285,0.159295134,0.147194112,rc,Reference,0.912939019,Reference,0.912939019,1.000198307,0.975213652,4,3.599490371,1.111268426,5,4.943349754,1.01145989,0.363366213,0.41738915,rc,Reference,1.152034671,Reference,1.152034671,1.131651549,1.081747281,14,12.74666019,1.098326918,12,10.00478469,1.199426112,0.213269515,0.203087628,rc,Reference,0.998250458,Reference,0.998250458,1.048288688,1.098838285,105PS0259_9.17.13_1
105PS0267_7.21.14_1,11,9.280354153,1.185299593,10,8.674796748,1.152764761,0.148770759,0.144681469,rc,Reference,0.994151703,Reference,0.994151703,1.089725648,1.073458232,6,4.785444779,1.253801951,6,4.943349754,1.213751868,0.282384052,0.340535674,rc,Reference,1.136809457,Reference,1.136809457,1.195305704,1.175280663,12,9.518929781,1.260645921,13,10.00478469,1.299378288,0.217190321,0.183860233,rc,Reference,1.095252934,Reference,1.095252934,1.177949427,1.197315611,105PS0267_7.21.14_1
105PS0276_9.1.09_1,14,15.42802891,0.907439316,9,8.674796748,1.037488285,0.250001922,0.176632935,other,Intermediate,0.779643565,Intermediate,0.779643565,0.84354144,0.908565925,3,3.044396042,0.985417127,5,4.943349754,1.01145989,0.319726606,0.398067872,other,Intermediate,0.628336909,Intermediate,0.628336909,0.806877018,0.8198984,13,12.72461773,1.021641693,10,10.00478469,0.99952176,0.243518991,0.232001913,other,Intermediate,0.851423087,Intermediate,0.851423087,0.93653239,0.925472423,105PS0276_9.1.09_1
105PS0276_9.22.09_1,11,15.42802891,0.712988034,7,8.674796748,0.806935333,0.352290122,0.294605809,int,Intermediate,1.179168246,Intermediate,1.179168246,0.94607814,0.993051789,4,3.031779806,1.31935703,7,4.943349754,1.416043847,0.291963791,0.33759538,int,Intermediate,1.231759445,Intermediate,1.231759445,1.275558237,1.323901646,11,11.77926075,0.933844682,9,10.00478469,0.899569584,0.276537603,0.303373615,int,Intermediate,1.257122206,Intermediate,1.257122206,1.095483444,1.078345895,105PS0276_9.22.09_1
105PS0468_9.1.09_1,10,12.44624465,0.803455201,7,8.674796748,0.806935333,0.248907045,0.246196404,rc,Reference,1.181095712,Reference,1.181095712,0.992275457,0.994015523,11,8.394062896,1.310450033,7,4.943349754,1.416043847,0.323559661,0.341719942,rc,Reference,1.068922143,Reference,1.068922143,1.189686088,1.242482995,20,18.52224254,1.079782859,10,10.00478469,0.99952176,0.242222534,0.255919636,rc,Reference,1.046931721,Reference,1.046931721,1.06335729,1.02322674,105PS0468_9.1.09_1
105PS0540_8.5.10_1,11,10.3759266,1.060146282,11,8.674796748,1.268041237,0.143685601,0.118181818,other,Intermediate,1.020021027,Intermediate,1.020021027,1.040083654,1.144031132,6,5.294045839,1.133348706,5,4.943349754,1.01145989,0.375477544,0.393113698,other,Intermediate,1.126611586,Intermediate,1.126611586,1.129980146,1.069035738,12,10.19156137,1.177444708,12,10.00478469,1.199426112,0.185444734,0.187866928,other,Intermediate,1.039105043,Intermediate,1.039105043,1.108274875,1.119265577,105PS0540_8.5.10_1
105PS0540_9.15.10_1,12,10.3759266,1.156523216,9,8.674796748,1.037488285,0.12211728,0.148727384,rv,Reference,0.982894559,Reference,0.982894559,1.069708888,1.010191422,1,3.090545997,0.323567422,2,4.943349754,0.404583956,0.535895768,0.59702022,rv,Reference,0.863020459,Reference,0.863020459,0.59329394,0.633802207,11,10.26612465,1.071485139,10,10.00478469,0.99952176,0.206791781,0.231045204,rv,Reference,0.934813377,Reference,0.934813377,1.003149258,0.967167569,105PS0540_9.15.10_1
105PS0660_8.3.10_1,15,16.49254202,0.909502003,10,8.674796748,1.152764761,0.261112304,0.166739225,rc,Reference,1.091405452,Reference,1.091405452,1.000453727,1.122085106,7,5.495337502,1.273807113,6,4.943349754,1.213751868,0.300106018,0.358541526,rc,Reference,1.105495477,Reference,1.105495477,1.189651295,1.159623673,21,17.56199936,1.195763624,12,10.00478469,1.199426112,0.210539694,0.215046749,rc,Reference,1.163370489,Reference,1.163370489,1.179567056,1.1813983,105PS0660_8.3.10_1
105PS0660_8.3.10_2,11,13.86868771,0.79315363,10,8.674796748,1.152764761,0.238407698,0.147003338,other,Reference,1.074801884,Reference,1.074801884,0.933977757,1.113783322,13,10.54766445,1.232500337,6,4.943349754,1.213751868,0.26222021,0.358541526,other,Reference,1.034682197,Reference,1.034682197,1.133591267,1.124217032,23,20.02805471,1.148389114,12,10.00478469,1.199426112,0.181445356,0.200043488,other,Reference,1.146598861,Reference,1.146598861,1.147493988,1.173012487,105PS0660_8.3.10_2
105PS1148_9.18.12_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5.069291748,1.380863511,6,4.943349754,1.213751868,0.322898706,0.350889039,int,Intermediate,1.21212829,Intermediate,1.21212829,1.2964959,1.212940079,4,11.38794649,0.351248577,3,10.00478469,0.299856528,0.63956419,0.66924209,int,Intermediate,0.977808091,Intermediate,0.977808091,0.664528334,0.638832309,105PS1148_9.18.12_1
105PS1404_8.28.13_1,11,8.656084426,1.27078243,10,8.674796748,1.152764761,0.119246312,0.135974459,int,Intermediate,0.929024886,Intermediate,0.929024886,1.099903658,1.040894824,5,4.634275052,1.078917402,7,4.943349754,1.416043847,0.329296084,0.328108888,int,Intermediate,0.835025406,Intermediate,0.835025406,0.956971404,1.125534626,14,10.40380952,1.345660931,13,10.00478469,1.299378288,0.147361849,0.177412646,int,Intermediate,0.898090046,Intermediate,0.898090046,1.121875489,1.098734167,105PS1404_8.28.13_1
105PS1404_8.28.13_2,9,8.656084426,1.039731079,9,8.674796748,1.037488285,0.175863983,0.163446795,other,Intermediate,0.977479609,Intermediate,0.977479609,1.008605344,1.007483947,5,4.634275052,1.078917402,5,4.943349754,1.01145989,0.329296084,0.36239782,other,Intermediate,1.015317227,Intermediate,1.015317227,1.047117314,1.013388559,12,10.40380952,1.153423655,12,10.00478469,1.199426112,0.184774591,0.195477278,other,Intermediate,0.953817839,Intermediate,0.953817839,1.053620747,1.076621976,105PS1404_8.28.13_2
105PS1492_8.6.14_1,8,11.35830137,0.704330669,8,8.674796748,0.922211809,0.289645352,0.217292378,rv,Reference,1.099674306,Reference,1.099674306,0.902002487,1.010943057,11,10.14771421,1.083987957,6,4.943349754,1.213751868,0.335773137,0.407157326,rv,Reference,1.219105632,Reference,1.219105632,1.151546794,1.21642875,18,18.69266405,0.962944605,10,10.00478469,0.99952176,0.260242871,0.27027027,rv,Reference,1.141201256,Reference,1.141201256,1.052072931,1.070361508,105PS1492_8.6.14_1
105TMCACC_8.10.10_1,8,9.492632976,0.842758803,8,8.674796748,0.922211809,0.231079144,0.208516171,rc,Reference,0.893128291,Reference,0.893128291,0.867943547,0.90767005,4,3.899609343,1.025743773,4,4.943349754,0.809167912,0.31968447,0.392453869,rc,Reference,1.031252945,Reference,1.031252945,1.028498359,0.920210429,11,11.80094253,0.932128935,11,10.00478469,1.099473936,0.263687533,0.225740319,rc,Reference,0.983959511,Reference,0.983959511,0.958044223,1.041716723,105TMCACC_8.10.10_1
105WE0598_7.24.14_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.086993787,0.97871448,6,4.943349754,1.213751868,0.366194019,0.396803961,rc,Reference,1.145927345,Reference,1.145927345,1.062320913,1.179839607,2,10.43839725,0.191600296,3,10.00478469,0.299856528,0.746202382,0.689845475,rc,Reference,0.800941254,Reference,0.800941254,0.496270775,0.550398891,105WE0598_7.24.14_1
105WLC135_6.26.13_1,13,10.55365223,1.231801059,11,8.674796748,1.268041237,0.103862779,0.118181818,rc,Reference,1.065869475,Reference,1.065869475,1.148835267,1.166955356,12,9.523266444,1.260071854,7,4.943349754,1.416043847,0.291633308,0.33759538,rc,Reference,0.755828009,Reference,0.755828009,1.007949931,1.085935928,24,18.47259174,1.299222131,13,10.00478469,1.299378288,0.155433177,0.179492512,rc,Reference,1.084268275,Reference,1.084268275,1.191745203,1.191823282,105WLC135_6.26.13_1
105WLCABC_8.3.11_1,7,8.548327826,0.818873602,6,8.674796748,0.691658857,0.22641076,0.246168052,rc,Reference,1.054911394,Reference,1.054911394,0.936892498,0.873285125,5,5.536263327,0.903136232,5,4.943349754,1.01145989,0.324551163,0.36239782,rc,Reference,1.108634349,Reference,1.108634349,1.00588529,1.06004712,11,9.515365719,1.156024931,10,10.00478469,0.99952176,0.224576775,0.232958622,rc,Reference,0.974194371,Reference,0.974194371,1.065109651,0.986858065,105WLCABC_8.3.11_1
106FC1183_7.24.14_1,9,9.269143328,0.970963516,9,8.674796748,1.037488285,0.135905282,0.147194112,str,Stressed,1.06787399,Stressed,1.06787399,1.019418753,1.052681138,1,3.219329763,0.310623662,1,4.943349754,0.202291978,0.548509376,0.679237464,str,Stressed,0.882185351,Stressed,0.882185351,0.596404506,0.542238665,10,9.722078011,1.028586686,10,10.00478469,0.99952176,0.191794098,0.230327673,str,Stressed,1.03247709,Stressed,1.03247709,1.030531888,1.015999425,106FC1183_7.24.14_1
106FC1313_7.23.14_1,10,8.312083867,1.203067746,11,8.674796748,1.268041237,0.092174989,0.118181818,str,Stressed,1.222673192,Stressed,1.222673192,1.212870469,1.245357214,4,3.65907482,1.093172509,4,4.943349754,0.809167912,0.385079106,0.477278987,str,Stressed,1.107285806,Stressed,1.107285806,1.100229158,0.958226859,10,8.742545866,1.143831574,12,10.00478469,1.199426112,0.194831563,0.205914329,str,Stressed,1.159545154,Stressed,1.159545154,1.151688364,1.179485633,106FC1313_7.23.14_1
106FCA036_7.15.13_1,7,8.284768728,0.844924008,8,8.674796748,0.922211809,0.192330898,0.200065009,int,Intermediate,1.078099219,Intermediate,1.078099219,0.961511613,1.000155514,3,3.199670032,0.93759668,3,4.943349754,0.606875934,0.341911377,0.511317829,int,Intermediate,1.124074487,Intermediate,1.124074487,1.030835584,0.86547521,9,8.934513695,1.007329588,9,10.00478469,0.899569584,0.262753448,0.262839879,int,Intermediate,1.112679497,Intermediate,1.112679497,1.060004542,1.00612454,106FCA036_7.15.13_1
106FS0040_8.30.11_1,8,9.405419837,0.850573408,7,8.674796748,0.806935333,0.201410874,0.203665284,rc,Reference,0.712298762,Reference,0.712298762,0.781436085,0.759617047,5,5.542002289,0.902200999,5,4.943349754,1.01145989,0.36526258,0.36239782,rc,Reference,0.963932695,Reference,0.963932695,0.933066847,0.987696293,11,12.54392991,0.876918165,11,10.00478469,1.099473936,0.240638643,0.208883827,rc,Reference,0.741141015,Reference,0.741141015,0.80902959,0.920307475,106FS0040_8.30.11_1
106HLCACC_9.23.13_1,9,8.236548792,1.092690668,9,8.674796748,1.037488285,0.107608798,0.157927016,int,Intermediate,0.836987637,Intermediate,0.836987637,0.964839152,0.937237961,5,3.06757732,1.629950765,5,4.943349754,1.01145989,0.23952949,0.36239782,int,Intermediate,1.166460841,Intermediate,1.166460841,1.398205803,1.088960366,15,11.72338451,1.279493988,13,10.00478469,1.299378288,0.167021235,0.183860233,int,Intermediate,0.936343142,Intermediate,0.936343142,1.107918565,1.117860715,106HLCACC_9.23.13_1
106MNCAHC_10.1.08_1,9,8.987006315,1.00144583,9,8.674796748,1.037488285,0.13678065,0.163446795,rv,Reference,0.86228243,Reference,0.86228243,0.93186413,0.949885357,4,5.167970166,0.773998276,4,4.943349754,0.809167912,0.417237838,0.428807491,rv,Reference,0.992452322,Reference,0.992452322,0.883225299,0.900810117,12,11.25005335,1.066661609,10,10.00478469,0.99952176,0.237548209,0.22195647,rv,Reference,0.911240787,Reference,0.911240787,0.988951198,0.955381273,106MNCAHC_10.1.08_1
106MNCAHC_10.1.08_2,7,8.987006315,0.778902312,7,8.674796748,0.806935333,0.242170717,0.263485477,other,Reference,0.814796377,Reference,0.814796377,0.796849345,0.810865855,4,5.167970166,0.773998276,4,4.943349754,0.809167912,0.417237838,0.428807491,other,Reference,0.992452322,Reference,0.992452322,0.883225299,0.900810117,10,11.25005335,0.888884674,8,10.00478469,0.799617408,0.301122529,0.29683763,other,Reference,0.898902699,Reference,0.898902699,0.893893686,0.849260053,106MNCAHC_10.1.08_2
106PS0022_9.30.08_1,8,8.355446436,0.957459312,8,8.674796748,0.922211809,0.121519604,0.178612059,int,Intermediate,0.695983098,Intermediate,0.695983098,0.826721205,0.809097453,1,2.583685475,0.387044015,1,4.943349754,0.202291978,0.478686135,0.679237464,int,Intermediate,0.882185351,Intermediate,0.882185351,0.634614683,0.542238665,9,8.799397138,1.022797342,9,10.00478469,0.899569584,0.206987667,0.254783484,int,Intermediate,0.743618396,Intermediate,0.743618396,0.883207869,0.82159399,106PS0022_9.30.08_1
106PS0051_9.16.08_1,7,7.942688764,0.881313647,7,8.674796748,0.806935333,0.206208207,0.244813278,int,Intermediate,0.969478594,Intermediate,0.969478594,0.92539612,0.888206963,2,3.669418005,0.545045562,3,4.943349754,0.606875934,0.457603367,0.479069767,int,Intermediate,1.179492913,Intermediate,1.179492913,0.862269238,0.893184424,10,10.50263065,0.952142405,10,10.00478469,0.99952176,0.271835434,0.248026788,int,Intermediate,1.138722851,Intermediate,1.138722851,1.045432628,1.069122305,106PS0051_9.16.08_1
106PS0051_9.16.08_2,6,7.942688764,0.755411697,7,8.674796748,0.806935333,0.249746675,0.251037344,other,Intermediate,1.348984422,Intermediate,1.348984422,1.05219806,1.077959878,2,3.669418005,0.545045562,3,4.943349754,0.606875934,0.457603367,0.479069767,other,Intermediate,1.137981149,Intermediate,1.137981149,0.841513356,0.872428541,8,10.50263065,0.761713924,8,10.00478469,0.799617408,0.330518829,0.287005049,other,Intermediate,1.278023577,Intermediate,1.278023577,1.019868751,1.038820493,106PS0051_9.16.08_2
106PS0078_8.26.09_1,10,9.450250825,1.058172972,9,8.674796748,1.037488285,0.190466173,0.199938669,str,Stressed,1.222240568,Stressed,1.222240568,1.14020677,1.129864427,9,6.110740192,1.472816667,8,4.943349754,1.618335825,0.261729429,0.305042816,str,Stressed,1.095374193,Stressed,1.095374193,1.28409543,1.356855009,15,13.00758292,1.153173506,12,10.00478469,1.199426112,0.218638085,0.221352468,str,Stressed,1.23465105,Stressed,1.23465105,1.193912278,1.217038581,106PS0078_8.26.09_1
106PS0106_9.8.09_1,12,8.953013501,1.340330828,10,8.674796748,1.152764761,0.145419965,0.135974459,int,Intermediate,0.99522683,Intermediate,0.99522683,1.167778829,1.073995795,6,4.125127716,1.454500421,6,4.943349754,1.213751868,0.264519142,0.331982894,int,Intermediate,0.929823574,Intermediate,0.929823574,1.192161998,1.071787721,15,11.52042486,1.302035314,13,10.00478469,1.299378288,0.169625138,0.177412646,int,Intermediate,0.991044875,Intermediate,0.991044875,1.146540094,1.145211582,106PS0106_9.8.09_1
